iter	Passed	Remaining
411	3530	5038
412	3539	5030
413	3547	5021
414	3556	5013
415	3564	5004
416	3573	4995
417	3580	4985
418	3588	4976
419	3596	4966
420	3603	4955
421	3611	4946
422	3619	4936
423	3627	4927
424	3636	4920
425	3644	4910
426	3652	4900
427	3660	4892
428	3669	4884
429	3678	4875
430	3686	4867
431	3694	4857
432	3703	4849
433	3711	4840
434	3720	4832
435	3728	4823
436	3737	4815
437	3746	4806
438	3755	4798
439	3763	4789
440	3771	4780
441	3779	4770
442	3787	4761
443	3794	4751
444	3802	4742
445	3810	4732
446	3823	4729
447	3838	4729
448	3853	4728
449	3866	4725
450	3880	4723
451	3893	4720
452	3906	4716
453	3926	4722
454	3938	4717
455	3948	4710
456	3958	4703
457	3969	4698
458	3980	4692
459	3995	4690
460	4008	4686
461	4019	4680
462	4029	4672
463	4040	4667
464	4050	4660
465	4060	4653
466	4074	4650
467	4092	4652
468	4105	4647
469	4117	4642
470	4128	4636
471	4139	4630
472	4151	4625
473	4164	4620
474	4175	4614
475	4185	4608
476	4198	4603
477	4211	4599
478	4222	4592
479	4232	4585
480	4242	4577
481	4253	4571
482	4263	4563
483	4274	4557
484	4288	4553
485	4302	4550
486	4315	4546
487	4330	4543
488	4346	4542
489	4359	4537
490	4371	4531
491	4384	4526
492	4395	4520
493	4406	4513
494	4417	4506
495	4427	4498
496	4437	4491
497	4450	4485
498	4461	4478
499	4474	4474
500	4487	4469
501	4499	4463
502	4510	4456
503	4522	4450
504	4533	4443
505	4544	4436
506	4556	4430
507	4567	4423
508	4579	4417
509	4589	4409
510	4599	4401
511	4611	4394
512	4620	4386
513	4631	4379
514	4641	4370
515	4651	4363
516	4663	4356
517	4673	4348
518	4685	4342
519	4696	4334
520	4711	4331
521	4727	4329
522	4746	4329
523	4764	4327
524	4779	4324
525	4800	4326
526	4819	4325
527	4836	4323
528	4850	4318
529	4866	4315
530	4878	4309
531	4889	4301
532	4902	4295
533	4913	4287
534	4926	4281
535	4938	4275
536	4950	4267
537	4961	4260
538	4972	4253
539	4984	4246
540	4995	4238
541	5006	4230
542	5016	4221
543	5026	4213
544	5036	4204
545	5046	4195
546	5058	4188
547	5068	4180
548	5080	4173
549	5092	4166
550	5102	4158
551	5113	4150
552	5125	4142
553	5136	4134
554	5147	4127
555	5158	4119
556	5169	4111
557	5180	4103
558	5191	4095
559	5201	4087
560	5212	4079
561	5223	4070
562	5232	4061
563	5242	4053
