iter	Logloss
233	0.52436753
234	0.5242693661
235	0.5242109836
236	0.5240233307
237	0.5238408701
238	0.523684892
239	0.5235252772
240	0.5233595969
241	0.5232080767
242	0.5230429267
243	0.5228395265
244	0.5225900674
245	0.5224631321
246	0.5223207043
247	0.5222019829
248	0.5220295
249	0.521889759
250	0.5216800611
251	0.5214591512
252	0.5213138072
253	0.5211420121
254	0.5210967072
255	0.5208722831
256	0.5206711599
257	0.5204800038
258	0.5203030533
259	0.5201108246
260	0.5199080351
261	0.5197053778
262	0.5195949102
263	0.5194041242
264	0.5193095263
265	0.5190702132
266	0.5188871831
267	0.5188266994
268	0.5186293874
269	0.5184435311
270	0.5182831612
271	0.5181307875
272	0.5179792996
273	0.5177700855
274	0.5176093531
275	0.5173819469
276	0.5172655825
277	0.5171230212
278	0.5169876074
279	0.5168038913
280	0.5166232338
281	0.5165616811
282	0.5163881002
283	0.5162501437
284	0.5158885774
285	0.5156432634
286	0.5154501155
287	0.5152486315
288	0.5150912297
289	0.5149456163
290	0.5147799155
291	0.5146183285
292	0.5144496356
293	0.5142844403
294	0.5141650931
295	0.5140328648
296	0.5138833066
297	0.5137274794
298	0.5135778987
299	0.5133591705
300	0.5131744694
301	0.5130156107
302	0.5128025079
303	0.5126562942
304	0.5124891946
305	0.512287241
306	0.512119704
307	0.5118802279
308	0.5116314381
309	0.5114340294
310	0.5113314229
311	0.5112247813
312	0.5110801406
313	0.510920649
314	0.5107327342
315	0.5105717567
316	0.5104537484
317	0.5103258905
318	0.5101830417
319	0.5100161021
320	0.5098912572
321	0.5096860307
322	0.509509987
323	0.5093668554
324	0.5091965697
325	0.5089730463
326	0.5087638599
327	0.5086195489
328	0.5083938456
329	0.5082022313
330	0.5080412578
331	0.5078391177
332	0.5076997905
333	0.5075198088
334	0.507385921
335	0.5072963203
336	0.5071802843
337	0.5070653793
338	0.5068894627
339	0.5067265368
340	0.5066007415
341	0.5065168574
342	0.5063856279
343	0.5061992839
344	0.5060869113
345	0.5059594725
346	0.5058038108
347	0.505652056
348	0.5054928533
349	0.5053272516
350	0.5051712592
351	0.5050361257
352	0.5048934911
353	0.5047882018
354	0.5044737798
355	0.5043319083
356	0.5042107946
357	0.5040801885
358	0.5039333793
359	0.50375009
360	0.5035701139
361	0.5034263682
362	0.5032686675
363	0.5030959625
364	0.5029931028
365	0.5028565905
366	0.5026625817
367	0.502491251
368	0.5023595565
369	0.5022394516
370	0.5020404558
371	0.5018434165
372	0.5017028922
373	0.5015774646
374	0.5014092229
375	0.501284747
376	0.5011045174
377	0.5010068438
378	0.5008364468
379	0.5006642943
380	0.5005529963
381	0.5004539463
382	0.5004109596
383	0.5002340808
384	0.5000776347
385	0.4998911271
386	0.4998142394
387	0.4997464311
388	0.4996012767
389	0.4994652968
390	0.4992583349
391	0.499141912
392	0.4990297328
393	0.4989168811
394	0.498773364
395	0.4986336033
396	0.4984669778
397	0.498363003
398	0.4982669911
399	0.4981124746
400	0.4979258731
401	0.4978278964
402	0.4977076896
403	0.497534977
404	0.4973349663
405	0.4971733446
406	0.4970244908
407	0.4969222862
408	0.4967683325
409	0.4966512713
410	0.496465397
411	0.4964083573
412	0.4963636846
413	0.4961872282
414	0.4959682843
415	0.4958503398
416	0.4957272686
417	0.4955800197
418	0.4954485007
419	0.4952930832
420	0.4951789669
421	0.4950237543
422	0.4948991129
423	0.4947689083
424	0.4945610533
425	0.4944921375
426	0.4943282846
427	0.4942164411
428	0.4940918385
429	0.4939597103
430	0.493800623
431	0.4936927372
432	0.493506908
433	0.4933319154
434	0.493173127
435	0.4930557977
436	0.4929181574
437	0.492824952
438	0.4926574566
439	0.4924805768
440	0.492377197
441	0.4921746835
442	0.4921211638
443	0.4920718351
444	0.4919188686
445	0.4918072
446	0.4916680358
447	0.4914899556
448	0.4913011513
449	0.491132949
450	0.4910048181
451	0.4908987154
452	0.4907201339
453	0.4905606817
454	0.4903601528
455	0.4902053024
456	0.4900843867
457	0.4899657657
458	0.4898706393
459	0.4897598813
460	0.4895679657
461	0.4893873703
462	0.4892806936
463	0.489128087
464	0.4889813875
465	0.488842371
466	0.4886999411
467	0.488524692
468	0.4884292591
469	0.4882725172
470	0.4881551968
471	0.4880324177
472	0.4878506085
473	0.4876641514
474	0.4875562907
475	0.4874347989
476	0.4872957459
477	0.487158396
478	0.4869205438
479	0.4867715739
480	0.4867215312
481	0.4865660458
482	0.4864515637
483	0.4862623883
484	0.4861236346
485	0.485958034
486	0.4857816933
487	0.4856659243
488	0.4855058725
489	0.4853340713
490	0.4851694803
491	0.4850408569
492	0.484900649
493	0.4847521595
494	0.484623905
495	0.4845452619
496	0.4844345056
497	0.4844071423
498	0.4843016663
499	0.4842015558
500	0.4840699102
501	0.4839214267
502	0.4837991334
503	0.4836559608
504	0.4834951731
505	0.4833693412
506	0.4832638871
507	0.4831046015
508	0.4829781754
509	0.482872761
510	0.4827524633
511	0.4826180959
512	0.4824923373
513	0.4823778064
514	0.482257077
515	0.4821181071
516	0.481963305
517	0.4818764774
518	0.4817778257
519	0.4816716525
520	0.4814876739
521	0.4813563129
522	0.481257225
523	0.4811421345
524	0.4809622531
525	0.4808344479
526	0.4807219253
527	0.4806146199
528	0.4804729922
529	0.4803463506
530	0.4802239874
531	0.4801674634
532	0.4800540333
533	0.4799700209
534	0.4798174546
535	0.4796310537
536	0.4795573871
537	0.4794353558
538	0.4792810106
539	0.4791751122
540	0.4791029371
541	0.4789587333
542	0.4788209968
543	0.4787135256
544	0.4785011652
545	0.4783584649
546	0.4781348874
547	0.4780568403
548	0.4778801228
549	0.4777838414
550	0.4776790384
551	0.4775128806
552	0.4774161492
553	0.4772800017
554	0.477142628
555	0.477042212
556	0.4769486312
557	0.4768605461
558	0.4767079514
559	0.4765913286
560	0.4764134043
561	0.4762989399
562	0.4762056365
563	0.4760567807
564	0.4759337119
565	0.4757570488
566	0.475674734
567	0.4755106672
568	0.475443988
569	0.4752852756
570	0.4751238569
571	0.4749677569
572	0.4747875424
573	0.474713713
574	0.4746551426
575	0.4745284954
576	0.4744461406
577	0.4743412661
578	0.4742782694
579	0.4741609674
580	0.4740459597
581	0.4739109765
582	0.4737780292
583	0.4736826159
584	0.4736243554
585	0.4734656252
586	0.4733500483
587	0.4732492604
588	0.4731419309
589	0.4729967824
590	0.4728888025
591	0.4727482618
592	0.4726716228
593	0.4725826397
594	0.4724364313
595	0.4722850118
596	0.4721337403
597	0.4719857371
598	0.4718296564
599	0.4717153213
600	0.471591013
601	0.4714447287
602	0.4712516592
603	0.4711063461
604	0.4710001878
605	0.4708882135
606	0.4708193523
607	0.4707782764
608	0.4707265772
609	0.4706071043
610	0.4704519021
611	0.4703305689
612	0.4701833296
613	0.4700588395
614	0.4699416343
615	0.4697718565
616	0.4696379563
617	0.4695241735
618	0.4694088203
619	0.469265939
620	0.4691481313
621	0.4690423581
622	0.4689579418
623	0.4688668493
624	0.4687807041
625	0.468704738
626	0.4686338925
627	0.4685407551
628	0.468414227
629	0.4683799035
630	0.4682440501
631	0.4680751919
632	0.467987391
633	0.4678427367
634	0.4677113398
635	0.4676046248
636	0.4675285131
637	0.4673944889
638	0.4672318797
639	0.4671365053
640	0.4670442415
641	0.4669472938
642	0.4668427495
643	0.4666755069
644	0.4665844728
645	0.466467818
646	0.4663146999
647	0.466163241
648	0.4660949132
649	0.4659713766
650	0.4658595618
651	0.465808037
652	0.4656161527
653	0.4654568784
654	0.4653606388
655	0.4652537063
656	0.4651480886
657	0.4650565224
658	0.4649809815
659	0.4648838539
660	0.4647671268
661	0.4646705063
662	0.4645729392
663	0.4643956503
664	0.4642928885
665	0.4641813374
666	0.4640416917
667	0.4639230846
668	0.463845127
669	0.4637459255
670	0.4636639718
671	0.4635973329
672	0.463520747
673	0.4634441954
674	0.4633628082
675	0.4632508185
676	0.4631004479
677	0.4629349384
678	0.4628766111
679	0.4627713759
680	0.4626250922
681	0.4625114352
682	0.4624170691
683	0.4624021443
684	0.4622892292
685	0.4621155106
686	0.4620489306
687	0.4619622786
688	0.4618464952
689	0.4617205878
690	0.4615814113
691	0.4614462253
692	0.4612892917
693	0.4611405544
694	0.4610520794
695	0.4609376793
696	0.4608474109
697	0.4608058706
698	0.4606708225
699	0.4605513612
700	0.4604224964
701	0.4602736471
702	0.4601818767
703	0.4600569831
704	0.4599430288
705	0.4598477763
706	0.4597516709
707	0.4596247811
708	0.4595347816
709	0.4593951226
710	0.4592584806
711	0.4590925858
712	0.4589540385
713	0.4588392866
714	0.4587155297
715	0.4586104439
716	0.4585056408
717	0.4584153135
718	0.4582788248
719	0.4581380001
720	0.4580165129
721	0.4579325055
722	0.4578082187
723	0.4576958366
724	0.457586886
725	0.4574886168
726	0.4574065305
727	0.4572597341
728	0.4571785469
729	0.4570616678
730	0.4569649008
731	0.4568743685
732	0.4567370547
733	0.4566702075
734	0.4565702284
735	0.4564970814
736	0.4563546004
737	0.4562701125
738	0.4561151261
739	0.4560004693
740	0.4558898247
741	0.4557470381
742	0.4556332671
743	0.4555567818
744	0.4554377104
745	0.4553668686
746	0.4552668083
747	0.4551136121
748	0.4550027288
749	0.4549140323
750	0.4548472619
751	0.4547478819
752	0.4546280491
753	0.4544990887
754	0.4544569407
755	0.4543205797
756	0.4541996257
757	0.4541223255
758	0.4539902103
759	0.4538352465
760	0.4537288469
761	0.4536228192
762	0.4535648498
763	0.4534555422
764	0.4533836721
765	0.453318117
766	0.4532407293
767	0.4531396846
768	0.4530587315
769	0.4529901286
770	0.4528358654
771	0.4527231076
772	0.4526247312
773	0.4525507379
774	0.4524250032
775	0.4523124926
776	0.452203295
777	0.4521228253
778	0.4520629554
779	0.4519426621
780	0.4517864975
781	0.451635138
782	0.4515761124
783	0.4515463946
784	0.4513990839
785	0.4513021132
786	0.4511099807
787	0.4510301016
788	0.4509551538
789	0.4508368664
790	0.4507062756
791	0.4505915784
792	0.4504935
793	0.4504235462
794	0.4503232816
795	0.4502360412
796	0.4501154568
797	0.4500149956
798	0.449911992
799	0.4498029669
800	0.4497895327
801	0.4496565069
802	0.4495797598
803	0.449402719
804	0.4493055688
805	0.449219216
806	0.4490928986
807	0.448970829
808	0.4488944917
809	0.4487999869
810	0.4486434175
811	0.4485117614
812	0.4483792083
813	0.4483166726
814	0.448186982
815	0.4481157172
816	0.4479702224
817	0.4478679234
818	0.447780319
819	0.4476934412
820	0.4476209177
821	0.4474699915
822	0.4473555532
823	0.447228164
824	0.4471222226
825	0.4469815662
826	0.4468441301
827	0.446769676
828	0.4466944068
829	0.4466169371
830	0.4465392465
831	0.4464120107
832	0.4463047201
833	0.4461978627
834	0.4460917982
835	0.4460128443
836	0.4458903332
837	0.4458112448
838	0.4457311158
839	0.4456574793
840	0.4455922276
841	0.4454806877
842	0.4454002545
843	0.4453224608
844	0.4452315444
845	0.4451143889
846	0.4449796642
847	0.444919031
848	0.4448066577
849	0.4446670177
850	0.4445860379
851	0.4445187799
852	0.4444213748
853	0.4443242171
854	0.4442064811
855	0.4441030909
856	0.4440193058
857	0.4439612729
858	0.4438443343
859	0.4437616826
860	0.4436388625
861	0.4435002269
862	0.4434305113
863	0.4433486945
864	0.4432834952
865	0.4431785658
866	0.4430637109
867	0.4429832294
868	0.4428508007
869	0.4427819899
870	0.4426829613
871	0.4426027897
872	0.4425488644
873	0.4424157819
874	0.442334639
875	0.4421626767
876	0.4420798492
877	0.4420018802
878	0.4419382671
879	0.4418703267
880	0.4417471541
881	0.4416386013
882	0.4415521141
883	0.4414629379
884	0.4413243422
885	0.4412103082
886	0.4411212156
887	0.4410492626
888	0.4409683551
889	0.4408901986
890	0.440797533
891	0.4407375717
892	0.4406323959
893	0.4405255427
894	0.4404691778
895	0.4404062398
896	0.4402948734
897	0.4402086459
898	0.4400811711
899	0.4399645834
900	0.4398571905
901	0.4397458376
902	0.4395823181
903	0.4394541512
904	0.4393634324
905	0.4392442977
906	0.43913463
907	0.4390528501
908	0.4389373925
909	0.4388107863
910	0.4387479407
911	0.4386796786
912	0.4386164016
913	0.438482876
914	0.4383969375
915	0.4382755104
916	0.4381489264
917	0.4380782323
918	0.4379780048
919	0.4378743059
920	0.4377394397
921	0.4376323305
922	0.4375348558
923	0.4374549696
924	0.4373748717
925	0.4373275364
926	0.4372397486
927	0.4371667058
928	0.4370859261
929	0.4369515103
930	0.4368520641
931	0.4367752916
932	0.4367122134
933	0.4366474989
934	0.4365519656
935	0.4364545774
936	0.436342956
937	0.4362238391
938	0.4361278006
939	0.4360355466
940	0.4359049916
941	0.4358110616
942	0.4357292339
943	0.4356348588
944	0.4355233185
945	0.4354058368
946	0.4353437807
947	0.4352580253
948	0.4352036283
949	0.4350834144
950	0.4349849836
951	0.4348383122
952	0.4347360312
953	0.4346115584
954	0.4345334351
955	0.4344758853
956	0.4343924663
957	0.4343077728
958	0.4342320872
959	0.4341626178
960	0.4340757496
961	0.4339371723
962	0.4338447646
963	0.4337301599
964	0.4336659415
965	0.4335799842
966	0.4334599617
967	0.4333780486
968	0.4332812471
969	0.4331719887
970	0.4330392356
971	0.4329333679
972	0.4327658134
973	0.4326511171
974	0.432586424
975	0.4325321724
976	0.4324614877
977	0.4323736178
978	0.4323167381
979	0.4321946366
980	0.432151022
981	0.4321186133
982	0.4320259943
983	0.4319152929
984	0.4318282637
985	0.4317563227
986	0.4316740219
987	0.4316276515
988	0.4315221658
989	0.4314134754
990	0.4313031586
991	0.4312505253
992	0.4311770169
993	0.4310652765
994	0.4310134932
995	0.4309269994
996	0.4308108981
997	0.4307157598
998	0.4306059638
999	0.4305151336
